squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Tottenham,Premier League,Hugo Lloris,fr FRA,GK,30,1986,36.0,36.0,3240.0,35.0,0.97,120.0,86.0,0.725,22.0,7.0,7.0,15.0,41.7,3.0,2.0,1.0,0.0,36.0,1.0,8.0,0.0,36.2,0.29,1.2,0.03,145.0,339.0,42.8,835.0,144.0,31.9,34.8,121.0,60.3,48.9,310.0,26.0,8.4,34.0,0.94,16.5,2017/2018
Tottenham,Premier League,Michel Vorm,nl NED,GK,33,1983,1.0,1.0,90.0,1.0,1.0,4.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.04,0.2,0.17,4.0,7.0,57.1,19.0,7.0,26.3,29.3,9.0,22.2,34.1,12.0,0.0,0.0,1.0,1.0,20.5,2017/2018
Leeds United,Premier League,Illan Meslier,fr FRA,GK,20-304,2000,16.0,16.0,1440.0,30.0,1.87,84.0,59.0,0.7020000000000001,7.0,2.0,7.0,6.0,37.5,5.0,5.0,0.0,0.0,16.0,1.0,6.0,1.0,31.4,0.32,2.4,0.15,80.0,155.0,51.6,464.0,122.0,25.0,28.8,115.0,33.9,31.1,90.0,5.0,5.6,9.0,0.56,13.7,2020/2021
Everton,Premier League,Robin Olsen,se SWE,GK,30-358,1990,2.0,2.0,180.0,2.0,1.0,5.0,4.0,0.8,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9,0.42,0.9,0.47,15.0,30.0,50.0,43.0,5.0,58.1,45.6,9.0,55.6,47.0,10.0,0.0,0.0,0.0,0.0,12.0,2020/2021
Everton,Premier League,Jordan Pickford,eng ENG,GK,26-299,1994,13.0,13.0,1170.0,17.0,1.31,53.0,36.0,0.698,8.0,2.0,3.0,3.0,23.1,2.0,1.0,0.0,1.0,13.0,1.0,1.0,0.0,14.8,0.27,-2.2,-0.17,104.0,274.0,38.0,387.0,54.0,54.5,44.4,87.0,72.4,57.8,112.0,9.0,8.0,7.0,0.54,14.2,2020/2021
Everton,Premier League,Jordan Pickford,eng ENG,GK,25,1994,38.0,38.0,3420.0,56.0,1.47,145.0,95.0,0.634,13.0,10.0,15.0,9.0,23.7,4.0,3.0,0.0,1.0,38.0,3.0,6.0,3.0,48.7,0.32,-4.3,-0.11,313.0,784.0,39.9,1100.0,179.0,55.6,45.8,273.0,63.0,53.4,315.0,25.0,7.9,23.0,0.61,14.6,2019/2020
Everton,Premier League,Jordan Pickford,eng ENG,GK,24,1994,38.0,38.0,3420.0,46.0,1.21,128.0,86.0,0.6559999999999999,15.0,9.0,14.0,14.0,36.8,5.0,2.0,3.0,0.0,38.0,2.0,11.0,2.0,48.3,0.35,4.3,0.11,281.0,764.0,36.8,968.0,150.0,58.4,48.3,282.0,70.6,60.5,282.0,25.0,8.9,35.0,0.92,16.0,2018/2019
Everton,Premier League,Jordan Pickford,eng ENG,GK,23,1994,38.0,38.0,3420.0,58.0,1.53,176.0,121.0,0.688,13.0,10.0,15.0,10.0,26.3,5.0,3.0,1.0,1.0,38.0,0.0,7.0,0.0,57.8,0.31,-0.2,-0.01,285.0,834.0,34.2,884.0,129.0,67.4,53.7,257.0,92.6,74.0,413.0,30.0,7.3,28.0,0.74,15.3,2017/2018
Newcastle Utd,Premier League,Karl Darlow,eng ENG,GK,30-084,1990,15.0,15.0,1350.0,24.0,1.6,79.0,57.0,0.7090000000000001,5.0,4.0,6.0,3.0,20.0,2.0,1.0,1.0,0.0,15.0,0.0,2.0,2.0,25.2,0.3,3.2,0.22,109.0,324.0,33.6,308.0,53.0,70.8,51.3,123.0,86.2,61.0,155.0,15.0,9.7,2.0,0.13,11.5,2020/2021
Newcastle Utd,Premier League,Martin Dúbravka,sk SVK,GK,30,1989,38.0,38.0,3420.0,58.0,1.53,190.0,134.0,0.705,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,38.0,2.0,11.0,2.0,66.0,0.34,10.0,0.26,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.4,384.0,20.0,5.2,14.0,0.37,12.3,2019/2020
Newcastle Utd,Premier League,Martin Dúbravka,sk SVK,GK,29,1989,38.0,38.0,3420.0,48.0,1.26,135.0,94.0,0.6890000000000001,12.0,9.0,17.0,11.0,28.9,6.0,6.0,0.0,0.0,38.0,2.0,10.0,1.0,50.6,0.34,3.6,0.09,272.0,722.0,37.7,836.0,144.0,54.2,43.5,316.0,85.1,62.8,408.0,35.0,8.6,23.0,0.61,13.3,2018/2019
Newcastle Utd,Premier League,Karl Darlow,eng ENG,GK,26,1990,10.0,10.0,900.0,15.0,1.5,43.0,32.0,0.721,1.0,5.0,4.0,2.0,20.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,15.8,0.31,2.8,0.28,65.0,197.0,33.0,215.0,26.0,64.2,48.3,66.0,89.4,63.9,107.0,13.0,12.1,6.0,0.6,14.4,2017/2018
Newcastle Utd,Premier League,Martin Dúbravka,sk SVK,GK,28,1989,12.0,12.0,1080.0,11.0,0.92,37.0,26.0,0.703,6.0,1.0,5.0,4.0,33.3,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,13.9,0.36,2.9,0.24,44.0,174.0,25.3,220.0,25.0,52.3,43.1,64.0,92.2,67.3,125.0,16.0,12.8,11.0,0.92,15.9,2017/2018
Newcastle Utd,Premier League,Rob Elliot,ie IRL,GK,31,1986,16.0,16.0,1440.0,21.0,1.31,62.0,43.0,0.677,5.0,2.0,9.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,3.0,1.0,19.9,0.3,-0.1,-0.01,132.0,317.0,41.6,329.0,39.0,67.8,49.2,110.0,85.5,60.8,193.0,18.0,9.3,7.0,0.44,13.7,2017/2018
Brighton,Premier League,Mathew Ryan,au AUS,GK,28-267,1992,11.0,11.0,990.0,19.0,1.73,30.0,16.0,0.5,2.0,4.0,5.0,2.0,18.2,4.0,4.0,0.0,0.0,11.0,0.0,3.0,1.0,14.8,0.37,-3.2,-0.29,57.0,141.0,40.4,341.0,56.0,33.4,32.5,58.0,46.6,40.2,103.0,7.0,6.8,6.0,0.55,14.4,2020/2021
Brighton,Premier League,Robert Sánchez,es ESP,GK,23-043,1997,5.0,5.0,450.0,6.0,1.2,16.0,11.0,0.688,0.0,3.0,2.0,1.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,7.1,0.39,1.1,0.22,38.0,97.0,39.2,165.0,26.0,47.9,40.9,32.0,56.3,46.2,34.0,2.0,5.9,2.0,0.4,14.4,2020/2021
Brighton,Premier League,Mathew Ryan,au AUS,GK,27,1992,38.0,38.0,3420.0,54.0,1.42,164.0,114.0,0.6829999999999999,9.0,14.0,15.0,9.0,23.7,2.0,2.0,0.0,0.0,38.0,0.0,8.0,3.0,54.5,0.32,3.5,0.09,272.0,527.0,51.6,1188.0,232.0,33.8,33.8,274.0,45.6,38.7,314.0,24.0,7.6,19.0,0.5,13.9,2019/2020
Brighton,Premier League,David Button,eng ENG,GK,29,1989,4.0,4.0,360.0,5.0,1.25,15.0,12.0,0.8,1.0,1.0,2.0,1.0,25.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,5.9,0.28,0.9,0.22,29.0,87.0,33.3,73.0,9.0,74.0,52.5,35.0,94.3,68.8,32.0,1.0,3.1,0.0,0.0,11.0,2018/2019
Brighton,Premier League,Mathew Ryan,au AUS,GK,26,1992,34.0,34.0,3060.0,55.0,1.62,140.0,93.0,0.664,8.0,8.0,18.0,6.0,17.6,8.0,8.0,0.0,0.0,34.0,1.0,6.0,0.0,51.8,0.32,-3.2,-0.09,324.0,772.0,42.0,692.0,100.0,67.3,48.8,325.0,94.2,64.4,322.0,18.0,5.6,7.0,0.21,12.9,2018/2019
Brighton,Premier League,Mathew Ryan,au AUS,GK,25,1992,38.0,38.0,3420.0,54.0,1.42,170.0,120.0,0.688,9.0,13.0,16.0,10.0,26.3,3.0,1.0,2.0,0.0,38.0,1.0,15.0,4.0,54.2,0.31,4.2,0.11,301.0,753.0,40.0,697.0,91.0,71.3,49.1,264.0,97.0,65.4,416.0,24.0,5.8,11.0,0.29,12.5,2017/2018
Sheffield Utd,Premier League,Aaron Ramsdale,eng ENG,GK,22-231,1998,16.0,16.0,1440.0,27.0,1.69,85.0,57.0,0.682,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,5.0,0.0,25.5,0.3,-1.5,-0.1,134.0,398.0,33.7,355.0,46.0,78.9,56.3,124.0,95.2,71.7,155.0,13.0,8.4,8.0,0.5,14.8,2020/2021
Sheffield Utd,Premier League,Dean Henderson,eng ENG,GK,22,1997,36.0,36.0,3240.0,33.0,0.92,129.0,97.0,0.752,14.0,11.0,11.0,13.0,36.1,3.0,1.0,1.0,1.0,36.0,0.0,2.0,0.0,38.2,0.3,5.2,0.14,252.0,853.0,29.5,777.0,99.0,77.7,58.7,258.0,96.5,75.7,291.0,23.0,7.9,17.0,0.47,13.8,2019/2020
Sheffield Utd,Premier League,Simon Moore,eng ENG,GK,29,1990,2.0,2.0,180.0,6.0,3.0,12.0,6.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.3,0.36,-1.7,-0.86,10.0,39.0,25.6,37.0,4.0,75.7,58.9,11.0,100.0,76.5,5.0,0.0,0.0,0.0,0.0,11.4,2019/2020
West Ham,Premier League,Łukasz Fabiański,pl POL,GK,35-257,1985,16.0,16.0,1440.0,21.0,1.31,65.0,46.0,0.708,6.0,5.0,5.0,5.0,31.3,5.0,2.0,2.0,1.0,16.0,0.0,2.0,0.0,23.9,0.34,2.9,0.18,138.0,294.0,46.9,345.0,69.0,61.4,46.1,108.0,75.9,53.8,166.0,9.0,5.4,5.0,0.31,12.9,2020/2021
West Ham,Premier League,Łukasz Fabiański,pl POL,GK,34,1985,25.0,25.0,2117.0,34.0,1.45,98.0,69.0,0.684,8.0,7.0,10.0,5.0,20.0,4.0,3.0,1.0,0.0,23.5,1.0,2.0,2.0,30.3,0.28,-1.7,-0.07,220.0,506.0,43.5,478.0,90.0,68.8,49.8,194.0,91.2,63.9,239.0,10.0,4.2,5.0,0.21,11.5,2019/2020
West Ham,Premier League,David Martin,eng ENG,GK,33,1986,5.0,4.0,436.0,6.0,1.24,20.0,14.0,0.7,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,4.8,0.0,1.0,0.0,7.8,0.39,1.8,0.38,39.0,106.0,36.8,80.0,10.0,80.0,55.3,44.0,95.5,65.4,55.0,1.0,1.8,0.0,0.0,9.0,2019/2020
West Ham,Premier League,Darren Randolph,ie IRL,GK,32,1987,2.0,2.0,180.0,5.0,2.5,9.0,5.0,0.556,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.5,0.39,-0.5,-0.27,18.0,36.0,50.0,26.0,3.0,84.6,55.5,14.0,100.0,66.0,19.0,2.0,10.5,2.0,1.0,13.6,2019/2020
West Ham,Premier League,Roberto,es ESP,GK,33,1986,8.0,7.0,687.0,17.0,2.23,51.0,36.0,0.6859999999999999,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.6,1.0,3.0,1.0,16.2,0.3,0.2,0.02,49.0,167.0,29.3,192.0,26.0,67.2,49.0,40.0,95.0,66.0,59.0,3.0,5.1,5.0,0.66,13.1,2019/2020
West Ham,Premier League,Łukasz Fabiański,pl POL,GK,33,1985,38.0,38.0,3420.0,55.0,1.45,191.0,139.0,0.733,15.0,7.0,16.0,7.0,18.4,5.0,4.0,1.0,0.0,38.0,0.0,10.0,1.0,65.6,0.33,11.6,0.31,316.0,848.0,37.3,901.0,142.0,62.9,49.4,303.0,92.7,68.7,376.0,36.0,9.6,16.0,0.42,13.6,2018/2019
West Ham,Premier League,Adrián,es ESP,GK,30,1987,19.0,19.0,1710.0,29.0,1.53,95.0,68.0,0.705,7.0,6.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,19.0,1.0,8.0,1.0,26.5,0.28,-1.5,-0.08,118.0,355.0,33.2,309.0,31.0,77.0,52.8,121.0,96.7,65.0,224.0,14.0,6.3,17.0,0.89,14.7,2017/2018
West Ham,Premier League,Joe Hart,eng ENG,GK,30,1987,19.0,19.0,1710.0,39.0,2.05,88.0,53.0,0.602,3.0,6.0,10.0,4.0,21.1,5.0,4.0,1.0,0.0,19.0,0.0,3.0,0.0,35.5,0.37,-3.5,-0.18,148.0,386.0,38.3,386.0,38.0,73.8,54.3,103.0,98.1,73.2,198.0,17.0,8.6,8.0,0.42,14.3,2017/2018
Arsenal,Premier League,Bernd Leno,de GER,GK,28-302,1992,16.0,16.0,1440.0,19.0,1.19,54.0,38.0,0.648,6.0,2.0,8.0,4.0,25.0,1.0,0.0,1.0,0.0,16.0,0.0,3.0,3.0,16.8,0.3,0.8,0.05,54.0,156.0,34.6,463.0,61.0,20.1,28.0,105.0,60.0,46.6,146.0,6.0,4.1,12.0,0.75,14.6,2020/2021
Arsenal,Premier League,Bernd Leno,de GER,GK,27,1992,30.0,30.0,2649.0,39.0,1.33,147.0,110.0,0.7759999999999999,9.0,13.0,8.0,7.0,23.3,7.0,6.0,1.0,0.0,29.4,0.0,6.0,0.0,45.1,0.27,6.1,0.21,90.0,320.0,28.1,739.0,174.0,28.1,31.9,251.0,44.6,40.0,273.0,18.0,6.6,18.0,0.61,13.5,2019/2020
Arsenal,Premier League,Emiliano Martínez,ar ARG,GK,26,1992,9.0,8.0,771.0,9.0,1.05,42.0,33.0,0.81,5.0,1.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,8.6,0.0,3.0,0.0,12.9,0.29,3.9,0.46,38.0,113.0,33.6,232.0,46.0,34.5,35.1,61.0,54.1,47.0,80.0,5.0,6.3,3.0,0.35,12.3,2019/2020
Arsenal,Premier League,Petr Čech,cz CZE,GK,36,1982,7.0,7.0,585.0,9.0,1.38,36.0,27.0,0.75,5.0,0.0,2.0,2.0,28.6,0.0,0.0,0.0,0.0,6.5,0.0,1.0,0.0,10.5,0.3,1.5,0.24,25.0,92.0,27.2,201.0,38.0,32.3,34.8,41.0,65.9,53.0,67.0,8.0,11.9,4.0,0.62,17.1,2018/2019
Arsenal,Premier League,Bernd Leno,de GER,GK,26,1992,32.0,31.0,2835.0,42.0,1.33,139.0,105.0,0.748,16.0,7.0,8.0,7.0,22.6,7.0,7.0,0.0,0.0,31.5,1.0,4.0,2.0,44.0,0.28,4.0,0.13,128.0,428.0,29.9,878.0,175.0,33.3,35.5,224.0,60.7,50.2,251.0,17.0,6.8,18.0,0.57,14.8,2018/2019
Arsenal,Premier League,Petr Čech,cz CZE,GK,35,1982,34.0,34.0,3039.0,48.0,1.42,129.0,86.0,0.667,16.0,6.0,12.0,11.0,32.4,6.0,5.0,1.0,0.0,33.8,0.0,8.0,0.0,48.0,0.34,0.0,0.0,135.0,359.0,37.6,699.0,164.0,39.5,37.9,109.0,76.1,58.3,318.0,39.0,12.3,28.0,0.83,15.9,2017/2018
Arsenal,Premier League,David Ospina,co COL,GK,28,1988,5.0,4.0,381.0,3.0,0.71,14.0,11.0,0.7859999999999999,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.2,0.0,1.0,0.0,3.8,0.27,0.8,0.2,17.0,35.0,48.6,86.0,11.0,27.9,33.0,14.0,78.6,53.8,53.0,2.0,3.8,3.0,0.71,11.8,2017/2018
Manchester Utd,Premier League,David de Gea,es ESP,GK,30-054,1990,13.0,13.0,1125.0,20.0,1.6,39.0,24.0,0.59,7.0,3.0,3.0,4.0,30.8,4.0,4.0,0.0,0.0,12.5,1.0,2.0,2.0,16.6,0.33,-1.4,-0.11,40.0,100.0,40.0,191.0,33.0,34.6,32.6,85.0,40.0,34.0,99.0,4.0,4.0,4.0,0.32,13.7,2020/2021
Manchester Utd,Premier League,Dean Henderson,eng ENG,GK,23-294,1997,3.0,2.0,225.0,3.0,1.2,14.0,11.0,0.7859999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,3.4,0.24,0.4,0.17,10.0,23.0,43.5,46.0,16.0,41.3,35.6,18.0,22.2,29.7,26.0,0.0,0.0,0.0,0.0,12.2,2020/2021
Manchester Utd,Premier League,David de Gea,es ESP,GK,28,1990,38.0,38.0,3420.0,36.0,0.95,125.0,92.0,0.736,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,38.0,1.0,8.0,1.0,37.1,0.28,2.1,0.05,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,33.9,285.0,15.0,5.3,11.0,0.29,13.3,2019/2020
Manchester Utd,Premier League,David de Gea,es ESP,GK,27,1990,38.0,38.0,3420.0,54.0,1.42,169.0,124.0,0.716,19.0,9.0,10.0,7.0,18.4,6.0,6.0,0.0,0.0,38.0,2.0,7.0,3.0,51.9,0.28,0.9,0.02,311.0,667.0,46.6,756.0,143.0,53.0,43.8,331.0,80.4,60.5,310.0,19.0,6.1,13.0,0.34,12.6,2018/2019
Manchester Utd,Premier League,David de Gea,es ESP,GK,26,1990,37.0,37.0,3330.0,28.0,0.76,140.0,115.0,0.807,24.0,6.0,7.0,18.0,48.6,1.0,1.0,0.0,0.0,37.0,1.0,5.0,2.0,33.9,0.24,7.9,0.21,194.0,511.0,38.0,663.0,99.0,52.3,43.0,194.0,84.5,62.7,346.0,23.0,6.6,17.0,0.46,13.5,2017/2018
Manchester Utd,Premier League,Sergio Romero,ar ARG,GK,30,1987,1.0,1.0,90.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.29,1.1,1.15,9.0,13.0,69.2,12.0,2.0,66.7,43.8,6.0,83.3,60.7,9.0,1.0,11.1,0.0,0.0,13.0,2017/2018
Burnley,Premier League,Bailey Peacock-Farrell,nir NIR,GK,24-063,1996,1.0,1.0,90.0,5.0,5.0,7.0,2.0,0.28600000000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,0.62,-0.6,-0.65,11.0,28.0,39.3,23.0,1.0,87.0,55.5,9.0,88.9,64.9,9.0,0.0,0.0,0.0,0.0,8.5,2020/2021
Burnley,Premier League,Nick Pope,eng ENG,GK,28-256,1992,14.0,14.0,1260.0,15.0,1.07,62.0,50.0,0.8059999999999999,4.0,4.0,6.0,6.0,42.9,3.0,3.0,0.0,0.0,14.0,0.0,4.0,1.0,18.7,0.27,4.7,0.34,132.0,343.0,38.5,343.0,61.0,73.5,52.1,103.0,88.3,61.6,146.0,20.0,13.7,16.0,1.14,16.6,2020/2021
Burnley,Premier League,Nick Pope,eng ENG,GK,27,1992,38.0,38.0,3420.0,50.0,1.32,159.0,112.0,0.711,15.0,9.0,14.0,15.0,39.5,5.0,4.0,1.0,0.0,38.0,0.0,8.0,1.0,47.2,0.27,-1.8,-0.05,285.0,916.0,31.1,875.0,168.0,73.0,54.4,305.0,90.8,69.9,373.0,53.0,14.2,35.0,0.92,16.5,2019/2020
Burnley,Premier League,Joe Hart,eng ENG,GK,31,1987,19.0,19.0,1710.0,41.0,2.16,117.0,78.0,0.6579999999999999,3.0,3.0,13.0,4.0,21.1,2.0,1.0,1.0,0.0,19.0,1.0,8.0,1.0,36.5,0.3,-3.5,-0.19,178.0,486.0,36.6,413.0,43.0,78.9,56.5,167.0,95.8,72.0,199.0,11.0,5.5,12.0,0.63,13.9,2018/2019
Burnley,Premier League,Tom Heaton,eng ENG,GK,32,1986,19.0,19.0,1710.0,27.0,1.42,82.0,59.0,0.6829999999999999,8.0,4.0,7.0,4.0,21.1,1.0,1.0,0.0,0.0,19.0,1.0,2.0,3.0,23.1,0.27,-0.9,-0.05,176.0,473.0,37.2,414.0,45.0,77.3,55.1,172.0,89.0,66.1,230.0,11.0,4.8,14.0,0.74,15.4,2018/2019
Burnley,Premier League,Tom Heaton,eng ENG,GK,31,1986,4.0,4.0,305.0,4.0,1.18,13.0,9.0,0.6920000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.0,0.0,4.3,0.33,0.3,0.09,23.0,63.0,36.5,70.0,18.0,65.7,53.8,22.0,77.3,65.3,30.0,2.0,6.7,0.0,0.0,11.2,2017/2018
Burnley,Premier League,Nick Pope,eng ENG,GK,25,1992,35.0,34.0,3115.0,35.0,1.01,149.0,117.0,0.785,13.0,11.0,11.0,11.0,32.4,5.0,3.0,1.0,1.0,34.6,0.0,3.0,1.0,44.7,0.28,10.7,0.31,295.0,868.0,34.0,791.0,90.0,80.8,59.0,238.0,96.2,74.9,442.0,52.0,11.8,20.0,0.58,15.2,2017/2018
Aston Villa,Premier League,Emiliano Martínez,ar ARG,GK,28-120,1992,14.0,14.0,1260.0,14.0,1.0,58.0,43.0,0.759,8.0,2.0,4.0,8.0,57.1,1.0,0.0,1.0,0.0,14.0,2.0,1.0,0.0,17.7,0.29,3.7,0.26,103.0,271.0,38.0,362.0,51.0,55.8,45.0,87.0,79.3,59.0,143.0,10.0,7.0,2.0,0.14,12.4,2020/2021
Aston Villa,Premier League,Tom Heaton,eng ENG,GK,33,1986,20.0,20.0,1794.0,35.0,1.76,99.0,67.0,0.677,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,19.9,1.0,7.0,1.0,32.6,0.31,-1.4,-0.07,129.0,384.0,33.6,418.0,95.0,57.7,45.9,196.0,73.0,56.5,225.0,17.0,7.6,8.0,0.4,11.7,2019/2020
Aston Villa,Premier League,Ørjan Nyland,no NOR,GK,28,1990,7.0,5.0,539.0,12.0,2.0,26.0,14.0,0.5379999999999999,0.0,2.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.6,0.33,-3.4,-0.57,37.0,109.0,33.9,129.0,28.0,49.6,44.0,53.0,84.9,62.5,56.0,2.0,3.6,3.0,0.5,13.2,2019/2020
Aston Villa,Premier League,Pepe Reina,es ESP,GK,36,1982,12.0,12.0,1080.0,20.0,1.67,50.0,32.0,0.64,3.0,3.0,6.0,2.0,16.7,3.0,2.0,1.0,0.0,12.0,0.0,3.0,0.0,18.6,0.33,-1.4,-0.12,113.0,229.0,49.3,302.0,47.0,54.3,42.4,93.0,69.9,49.3,110.0,7.0,6.4,8.0,0.67,15.3,2019/2020
Aston Villa,Premier League,Jed Steer,eng ENG,GK,26,1992,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/2020
Norwich City,Premier League,Ralf Fährmann,de GER,GK,30,1988,1.0,1.0,21.0,1.0,4.29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,1.1,0.08,0.1,0.29,1.0,3.0,33.3,7.0,2.0,42.9,29.9,3.0,0.0,15.3,4.0,0.0,0.0,0.0,0.0,7.0,2019/2020
Norwich City,Premier League,Tim Krul,nl NED,GK,31,1988,36.0,36.0,3240.0,68.0,1.89,189.0,123.0,0.6559999999999999,5.0,6.0,25.0,5.0,13.9,5.0,3.0,2.0,0.0,36.0,1.0,13.0,3.0,65.0,0.32,0.0,0.0,261.0,733.0,35.6,1217.0,178.0,45.1,39.8,333.0,55.3,45.1,383.0,28.0,7.3,17.0,0.47,14.0,2019/2020
Norwich City,Premier League,Michael McGovern,nir NIR,GK,35,1984,2.0,1.0,159.0,6.0,3.4,11.0,5.0,0.455,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,4.9,0.36,-1.1,-0.62,9.0,29.0,31.0,37.0,10.0,54.1,38.4,14.0,64.3,45.8,16.0,0.0,0.0,1.0,0.57,15.3,2019/2020
Bournemouth,Premier League,Aaron Ramsdale,eng ENG,GK,21,1998,37.0,37.0,3330.0,62.0,1.68,177.0,120.0,0.6779999999999999,9.0,7.0,21.0,5.0,13.5,6.0,5.0,1.0,0.0,37.0,4.0,5.0,0.0,61.7,0.32,-0.3,-0.01,199.0,655.0,30.4,835.0,184.0,53.7,44.8,289.0,71.6,58.9,321.0,20.0,6.2,17.0,0.46,14.2,2019/2020
Bournemouth,Premier League,Mark Travers,ie IRL,GK,20,1999,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,0.52,-0.4,-0.39,7.0,13.0,53.8,24.0,5.0,33.3,34.5,8.0,62.5,45.4,7.0,0.0,0.0,0.0,0.0,14.9,2019/2020
Bournemouth,Premier League,Asmir Begović,ba BIH,GK,31,1987,24.0,24.0,2160.0,47.0,1.96,101.0,58.0,0.5539999999999999,8.0,3.0,13.0,5.0,20.8,2.0,2.0,0.0,0.0,24.0,0.0,6.0,2.0,36.3,0.35,-8.7,-0.36,136.0,332.0,41.0,461.0,120.0,45.1,40.0,172.0,72.1,56.1,226.0,20.0,8.8,10.0,0.42,13.6,2018/2019
Bournemouth,Premier League,Artur Boruc,pl POL,GK,38,1980,12.0,12.0,1080.0,18.0,1.5,52.0,36.0,0.7120000000000001,4.0,3.0,5.0,4.0,33.3,3.0,3.0,0.0,0.0,12.0,2.0,2.0,0.0,16.9,0.28,-1.1,-0.09,64.0,186.0,34.4,236.0,59.0,45.3,40.9,114.0,69.3,53.7,125.0,4.0,3.2,4.0,0.33,13.5,2018/2019
Bournemouth,Premier League,Mark Travers,ie IRL,GK,19,1999,2.0,2.0,180.0,5.0,2.5,13.0,9.0,0.615,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.1,0.24,-0.9,-0.46,11.0,23.0,47.8,43.0,14.0,37.2,32.7,14.0,50.0,44.0,9.0,0.0,0.0,4.0,2.0,17.4,2018/2019
Bournemouth,Premier League,Asmir Begović,ba BIH,GK,30,1987,38.0,38.0,3420.0,61.0,1.61,173.0,114.0,0.659,11.0,11.0,16.0,6.0,15.8,4.0,2.0,1.0,1.0,38.0,2.0,8.0,0.0,54.6,0.32,-6.4,-0.17,178.0,523.0,34.0,693.0,171.0,50.1,41.9,198.0,88.9,62.8,434.0,34.0,7.8,11.0,0.29,13.2,2017/2018
