squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Watford,Premier League,Ben Foster,eng ENG,GK,36,1983,38.0,38.0,3420.0,64.0,1.68,166.0,109.0,0.6629999999999999,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,38.0,3.0,7.0,3.0,58.3,0.31,-2.7,-0.07,322.0,975.0,33.0,909.0,122.0,77.4,54.3,292.0,92.8,67.6,367.0,37.0,10.1,44.0,1.16,15.6,2019/2020
Watford,Premier League,Ben Foster,eng ENG,GK,35,1983,38.0,38.0,3420.0,59.0,1.55,173.0,118.0,0.682,14.0,8.0,16.0,7.0,18.4,5.0,4.0,1.0,0.0,38.0,2.0,7.0,3.0,56.9,0.32,0.9,0.02,360.0,973.0,37.0,942.0,99.0,73.8,52.5,300.0,92.7,68.8,374.0,35.0,9.4,42.0,1.11,15.9,2018/2019
Watford,Premier League,Heurelho Gomes,br BRA,GK,36,1981,24.0,24.0,2128.0,40.0,1.69,98.0,62.0,0.622,7.0,5.0,12.0,5.0,20.8,3.0,3.0,0.0,0.0,23.6,1.0,4.0,1.0,34.3,0.33,-4.7,-0.2,156.0,393.0,39.7,474.0,89.0,62.4,47.4,108.0,89.8,67.5,253.0,27.0,10.7,14.0,0.59,15.2,2017/2018
Watford,Premier League,Orestis Karnezis,gr GRE,GK,32,1985,15.0,14.0,1292.0,24.0,1.67,52.0,31.0,0.596,4.0,3.0,7.0,4.0,28.6,3.0,3.0,0.0,0.0,14.4,0.0,2.0,0.0,21.4,0.37,-2.6,-0.18,93.0,261.0,35.6,267.0,21.0,80.9,55.1,47.0,95.7,64.1,139.0,11.0,7.9,5.0,0.35,14.0,2017/2018
Cardiff City,Premier League,Neil Etheridge,ph PHI,GK,28,1990,38.0,38.0,3420.0,69.0,1.82,201.0,135.0,0.677,10.0,4.0,24.0,10.0,26.3,7.0,4.0,3.0,0.0,38.0,1.0,12.0,0.0,69.0,0.32,0.0,0.0,333.0,1103.0,30.2,869.0,49.0,90.4,61.6,319.0,99.4,70.6,299.0,22.0,7.4,38.0,1.0,16.2,2018/2019
Huddersfield,Premier League,Joel Coleman,eng ENG,GK,22,1995,1.0,1.0,90.0,1.0,1.0,3.0,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.24,-0.3,-0.28,6.0,30.0,20.0,31.0,0.0,77.4,54.8,6.0,100.0,68.3,10.0,0.0,0.0,0.0,0.0,12.7,2018/2019
Huddersfield,Premier League,Ben Hamer,eng ENG,GK,30,1987,7.0,7.0,553.0,21.0,3.42,37.0,20.0,0.514,0.0,1.0,6.0,1.0,14.3,3.0,3.0,0.0,0.0,6.1,2.0,2.0,1.0,15.6,0.35,-4.4,-0.72,57.0,155.0,36.8,150.0,10.0,78.0,53.4,44.0,86.4,62.4,54.0,5.0,9.3,2.0,0.33,13.7,2018/2019
Huddersfield,Premier League,Jonas Lössl,dk DEN,GK,29,1989,31.0,30.0,2777.0,54.0,1.75,137.0,87.0,0.635,3.0,5.0,22.0,5.0,16.7,5.0,4.0,1.0,0.0,30.9,1.0,6.0,0.0,46.7,0.32,-7.3,-0.24,308.0,698.0,44.1,883.0,96.0,59.8,45.5,214.0,79.4,60.5,218.0,27.0,12.4,21.0,0.68,14.4,2018/2019
Huddersfield,Premier League,Jonas Lössl,dk DEN,GK,28,1989,38.0,38.0,3420.0,57.0,1.5,154.0,101.0,0.6559999999999999,9.0,10.0,19.0,10.0,26.3,6.0,4.0,2.0,0.0,38.0,0.0,6.0,1.0,56.1,0.34,-0.9,-0.02,326.0,793.0,41.1,956.0,79.0,62.6,48.8,217.0,89.9,67.4,343.0,27.0,7.9,43.0,1.13,17.6,2017/2018
Swansea City,Premier League,Łukasz Fabiański,pl POL,GK,32,1985,38.0,38.0,3420.0,56.0,1.47,191.0,140.0,0.723,8.0,9.0,21.0,9.0,23.7,7.0,3.0,3.0,1.0,38.0,1.0,7.0,2.0,58.6,0.29,4.6,0.12,251.0,662.0,37.9,782.0,102.0,56.8,46.3,236.0,92.4,67.2,446.0,41.0,9.2,14.0,0.37,13.7,2017/2018
Stoke City,Premier League,Jack Butland,eng ENG,GK,24,1993,35.0,35.0,3150.0,61.0,1.74,198.0,144.0,0.7170000000000001,7.0,11.0,17.0,6.0,17.1,5.0,5.0,0.0,0.0,35.0,0.0,10.0,2.0,57.4,0.28,-1.6,-0.05,310.0,795.0,39.0,794.0,72.0,74.4,54.2,219.0,93.2,69.3,433.0,34.0,7.9,25.0,0.71,14.9,2017/2018
Stoke City,Premier League,Lee Grant,eng ENG,GK,34,1983,3.0,3.0,270.0,7.0,2.33,14.0,7.0,0.5,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.5,0.32,-2.5,-0.83,23.0,49.0,46.9,59.0,11.0,64.4,49.0,12.0,91.7,69.4,23.0,2.0,8.7,3.0,1.0,19.7,2017/2018
Spezia,SerieA,Ivan Provedel,it ITA,GK,26-289,1994,11.0,11.0,990.0,22.0,2.0,43.0,25.0,0.581,1.0,5.0,5.0,2.0,18.2,5.0,4.0,1.0,0.0,11.0,1.0,2.0,0.0,18.3,0.33,-3.7,-0.34,118.0,235.0,50.2,498.0,50.0,42.0,37.6,62.0,41.9,41.5,71.0,4.0,5.6,12.0,1.09,16.4,2020/2021
Spezia,SerieA,Rafael,br BRA,GK,38-303,1982,2.0,1.0,117.0,3.0,2.31,9.0,6.0,0.667,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.6,0.18,-1.4,-1.04,11.0,25.0,44.0,46.0,7.0,50.0,37.8,11.0,18.2,26.5,23.0,1.0,4.3,0.0,0.0,8.3,2020/2021
Spezia,SerieA,Jeroen Zoet,nl NED,GK,29-360,1991,2.0,2.0,153.0,4.0,2.35,5.0,2.0,0.4,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,1.7,0.0,1.0,0.0,3.0,0.4,-1.0,-0.6,9.0,20.0,45.0,52.0,11.0,34.6,33.0,8.0,25.0,30.8,16.0,0.0,0.0,0.0,0.0,8.1,2020/2021
Lazio,SerieA,Pepe Reina,es ESP,GK,38-122,1982,9.0,9.0,810.0,12.0,1.33,42.0,32.0,0.762,5.0,2.0,2.0,2.0,22.2,2.0,2.0,0.0,0.0,9.0,0.0,5.0,1.0,13.6,0.28,2.6,0.29,63.0,131.0,48.1,301.0,35.0,38.2,34.5,51.0,31.4,28.9,61.0,4.0,6.6,5.0,0.56,15.7,2020/2021
Lazio,SerieA,Thomas Strakosha,al ALB,GK,25-287,1995,5.0,5.0,450.0,11.0,2.2,23.0,12.0,0.522,1.0,1.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,8.9,0.39,-2.1,-0.43,28.0,68.0,41.2,179.0,29.0,35.2,31.6,31.0,16.1,25.7,43.0,3.0,7.0,0.0,0.0,11.5,2020/2021
Lazio,SerieA,Thomas Strakosha,al ALB,GK,24,1995,38.0,38.0,3420.0,42.0,1.11,145.0,111.0,0.759,24.0,6.0,8.0,11.0,28.9,9.0,7.0,1.0,1.0,38.0,1.0,8.0,1.0,45.6,0.27,4.6,0.12,202.0,453.0,44.6,931.0,149.0,40.7,34.5,292.0,25.3,27.2,282.0,15.0,5.3,17.0,0.45,13.9,2019/2020
Lazio,SerieA,Guido Guerrieri,it ITA,GK,22,1996,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7,0.54,-0.3,-0.3,2.0,10.0,20.0,25.0,8.0,24.0,28.9,9.0,44.4,41.0,10.0,0.0,0.0,3.0,3.0,20.0,2018/2019
Lazio,SerieA,Silvio Proto,be BEL,GK,35,1983,2.0,2.0,180.0,4.0,2.0,13.0,9.0,0.6920000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.6,0.29,-0.4,-0.2,19.0,38.0,50.0,43.0,5.0,53.5,45.1,22.0,68.2,53.0,34.0,1.0,2.9,0.0,0.0,14.5,2018/2019
Lazio,SerieA,Thomas Strakosha,al ALB,GK,23,1995,35.0,35.0,3150.0,39.0,1.11,129.0,96.0,0.736,16.0,7.0,12.0,10.0,28.6,7.0,5.0,2.0,0.0,35.0,2.0,5.0,1.0,38.2,0.25,0.2,0.01,210.0,503.0,41.7,847.0,163.0,45.0,38.3,234.0,52.1,44.9,311.0,21.0,6.8,18.0,0.51,14.8,2018/2019
Lazio,SerieA,Thomas Strakosha,al ALB,GK,22,1995,38.0,38.0,3420.0,49.0,1.29,153.0,112.0,0.7390000000000001,21.0,9.0,8.0,11.0,28.9,11.0,9.0,1.0,1.0,38.0,2.0,5.0,2.0,51.1,0.29,4.1,0.11,248.0,509.0,48.7,854.0,163.0,45.8,37.9,250.0,47.2,43.2,290.0,12.0,4.1,23.0,0.61,15.2,2017/2018
Parma,SerieA,Luigi Sepe,it ITA,GK,29-237,1991,14.0,14.0,1260.0,25.0,1.79,76.0,51.0,0.6709999999999999,2.0,6.0,6.0,4.0,28.6,0.0,0.0,0.0,0.0,14.0,0.0,4.0,1.0,21.4,0.29,-2.6,-0.19,117.0,219.0,53.4,377.0,75.0,44.6,38.7,118.0,43.2,37.8,168.0,7.0,4.2,3.0,0.21,12.0,2020/2021
Parma,SerieA,Simone Colombi,it ITA,GK,28,1991,4.0,4.0,360.0,4.0,1.0,17.0,14.0,0.8240000000000001,1.0,1.0,2.0,1.0,25.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.19,0.0,0.0,11.0,24.0,45.8,59.0,16.0,27.1,31.1,39.0,20.5,24.6,33.0,2.0,6.1,0.0,0.0,11.7,2019/2020
Parma,SerieA,Luigi Sepe,it ITA,GK,28,1991,34.0,34.0,3060.0,53.0,1.56,184.0,134.0,0.745,13.0,6.0,15.0,5.0,14.7,9.0,6.0,3.0,0.0,34.0,1.0,10.0,0.0,53.9,0.26,0.9,0.03,276.0,562.0,49.1,809.0,114.0,51.2,41.6,329.0,45.0,35.3,391.0,12.0,3.1,8.0,0.24,13.0,2019/2020
Parma,SerieA,Pierluigi Frattali,it ITA,GK,32,1985,1.0,1.0,90.0,2.0,2.0,9.0,7.0,0.778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.23,0.0,0.04,5.0,16.0,31.3,23.0,6.0,34.8,35.5,15.0,53.3,41.7,13.0,1.0,7.7,0.0,0.0,7.4,2018/2019
Parma,SerieA,Luigi Sepe,it ITA,GK,27,1991,37.0,37.0,3330.0,60.0,1.62,191.0,144.0,0.728,10.0,11.0,16.0,10.0,27.0,8.0,8.0,0.0,0.0,37.0,1.0,9.0,4.0,52.9,0.24,-2.1,-0.06,346.0,784.0,44.1,751.0,129.0,55.0,44.8,451.0,82.3,56.2,569.0,38.0,6.7,10.0,0.27,11.3,2018/2019
Fiorentina,SerieA,Bartłomiej Drągowski,pl POL,GK,23-134,1997,14.0,14.0,1260.0,21.0,1.5,57.0,40.0,0.684,3.0,5.0,6.0,3.0,21.4,4.0,3.0,1.0,0.0,14.0,1.0,4.0,1.0,20.4,0.3,0.4,0.03,85.0,203.0,41.9,359.0,79.0,47.4,39.9,97.0,34.0,32.8,127.0,7.0,5.5,6.0,0.43,13.7,2020/2021
Fiorentina,SerieA,Federico Brancolini,it ITA,GK,18,2001,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,27.5,1.0,100.0,67.0,0.0,0.0,0.0,0.0,0.0,21.0,2019/2020
Fiorentina,SerieA,Bartłomiej Drągowski,pl POL,GK,21,1997,31.0,31.0,2790.0,43.0,1.39,131.0,94.0,0.718,7.0,12.0,12.0,8.0,25.8,8.0,6.0,2.0,0.0,31.0,2.0,6.0,0.0,43.0,0.29,0.0,0.0,138.0,380.0,36.3,682.0,195.0,39.9,37.0,222.0,48.6,42.1,285.0,19.0,6.7,14.0,0.45,12.6,2019/2020
Fiorentina,SerieA,Pietro Terracciano,it ITA,GK,29,1990,7.0,7.0,624.0,5.0,0.72,19.0,16.0,0.895,5.0,1.0,1.0,3.0,42.9,3.0,3.0,0.0,0.0,6.9,0.0,0.0,0.0,6.2,0.19,1.2,0.17,27.0,91.0,29.7,151.0,36.0,45.0,39.0,59.0,39.0,35.9,86.0,6.0,7.0,5.0,0.72,13.2,2019/2020
Fiorentina,SerieA,Bartłomiej Drągowski,pl POL,GK,20,1997,3.0,2.0,225.0,2.0,0.8,7.0,5.0,0.7140000000000001,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,2.5,0.35,0.5,0.18,20.0,53.0,37.7,76.0,9.0,51.3,42.4,30.0,46.7,42.4,19.0,2.0,10.5,3.0,1.2,15.5,2018/2019
Fiorentina,SerieA,Alban Lafont,fr FRA,GK,19,1999,34.0,34.0,3015.0,40.0,1.19,118.0,86.0,0.703,8.0,15.0,11.0,9.0,26.5,6.0,5.0,1.0,0.0,33.5,1.0,5.0,3.0,33.5,0.24,-3.5,-0.1,174.0,482.0,36.1,753.0,160.0,44.6,40.0,255.0,57.3,47.9,348.0,23.0,6.6,28.0,0.84,15.1,2018/2019
Fiorentina,SerieA,Pietro Terracciano,it ITA,GK,28,1990,2.0,2.0,180.0,3.0,1.5,11.0,7.0,0.727,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.32,0.5,0.27,10.0,30.0,33.3,55.0,16.0,41.8,35.6,11.0,63.6,42.6,23.0,4.0,17.4,3.0,1.5,14.7,2018/2019
Fiorentina,SerieA,Bartłomiej Drągowski,pl POL,GK,19,1997,3.0,1.0,217.0,8.0,3.32,18.0,10.0,0.556,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,1.0,0.0,5.9,0.36,-2.1,-0.87,9.0,26.0,34.6,35.0,5.0,57.1,46.8,8.0,75.0,55.6,20.0,1.0,5.0,1.0,0.42,14.5,2017/2018
Fiorentina,SerieA,Marco Sportiello,it ITA,GK,25,1992,37.0,37.0,3202.0,38.0,1.07,134.0,95.0,0.731,16.0,9.0,11.0,14.0,37.8,3.0,2.0,1.0,0.0,35.6,2.0,5.0,0.0,40.9,0.29,2.9,0.08,153.0,394.0,38.8,750.0,185.0,36.8,34.8,235.0,50.2,42.2,318.0,40.0,12.6,11.0,0.31,13.7,2017/2018
Udinese,SerieA,Nícolas Andrade,br BRA,GK,32-263,1988,2.0,2.0,180.0,5.0,2.5,7.0,2.0,0.28600000000000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.58,-1.0,-0.48,6.0,13.0,46.2,31.0,5.0,25.8,32.1,9.0,55.6,47.4,16.0,0.0,0.0,0.0,0.0,15.2,2020/2021
Udinese,SerieA,Juan Musso,ar ARG,GK,26-239,1994,11.0,11.0,990.0,13.0,1.18,30.0,19.0,0.6,3.0,3.0,5.0,3.0,27.3,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.7,0.29,-2.3,-0.21,50.0,128.0,39.1,261.0,53.0,39.5,35.4,63.0,39.7,35.1,65.0,6.0,9.2,10.0,0.91,14.0,2020/2021
Udinese,SerieA,Juan Musso,ar ARG,GK,25,1994,38.0,38.0,3420.0,51.0,1.34,186.0,139.0,0.769,12.0,9.0,17.0,14.0,36.8,10.0,8.0,2.0,0.0,38.0,2.0,6.0,0.0,53.8,0.24,2.8,0.07,218.0,491.0,44.4,819.0,171.0,40.9,36.3,359.0,43.5,36.6,364.0,38.0,10.4,15.0,0.39,12.2,2019/2020
Udinese,SerieA,Juan Musso,ar ARG,GK,24,1994,29.0,29.0,2610.0,41.0,1.41,133.0,101.0,0.752,9.0,8.0,12.0,7.0,24.1,8.0,8.0,0.0,0.0,29.0,0.0,6.0,1.0,42.7,0.28,3.7,0.13,259.0,611.0,42.4,564.0,97.0,61.2,43.9,313.0,85.0,57.1,360.0,29.0,8.1,13.0,0.45,12.2,2018/2019
Udinese,SerieA,Simone Scuffet,it ITA,GK,22,1996,9.0,9.0,810.0,13.0,1.44,36.0,24.0,0.667,2.0,2.0,5.0,2.0,22.2,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,11.1,0.29,-1.9,-0.22,63.0,140.0,45.0,165.0,34.0,46.7,38.7,92.0,68.5,49.1,83.0,2.0,2.4,4.0,0.44,14.0,2018/2019
Udinese,SerieA,Albano Bizzarri,ar ARG,GK,39,1977,32.0,32.0,2880.0,52.0,1.62,137.0,91.0,0.635,11.0,4.0,17.0,8.0,25.0,5.0,2.0,2.0,1.0,32.0,1.0,9.0,4.0,41.9,0.29,-6.1,-0.19,262.0,612.0,42.8,774.0,135.0,52.5,41.1,271.0,76.0,53.2,306.0,26.0,8.5,13.0,0.41,13.0,2017/2018
Udinese,SerieA,Simone Scuffet,it ITA,GK,21,1996,6.0,6.0,540.0,11.0,1.83,26.0,16.0,0.5770000000000001,1.0,0.0,5.0,1.0,16.7,1.0,0.0,1.0,0.0,6.0,0.0,2.0,1.0,8.1,0.28,-1.9,-0.32,36.0,99.0,36.4,113.0,20.0,60.2,43.1,36.0,86.1,55.9,52.0,6.0,11.5,1.0,0.17,12.4,2017/2018
Hellas Verona,SerieA,Marco Silvestri,it ITA,GK,29-304,1991,14.0,14.0,1260.0,14.0,1.0,58.0,44.0,0.7759999999999999,5.0,5.0,4.0,4.0,28.6,2.0,1.0,0.0,1.0,14.0,0.0,2.0,1.0,12.8,0.21,-0.2,-0.02,96.0,314.0,30.6,295.0,27.0,69.2,47.1,123.0,89.4,58.4,145.0,5.0,3.4,5.0,0.36,13.0,2020/2021
Hellas Verona,SerieA,Boris Radunović,rs SRB,GK,23,1996,3.0,3.0,270.0,8.0,2.67,13.0,7.0,0.5379999999999999,1.0,0.0,2.0,1.0,33.3,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,6.8,0.38,-1.2,-0.41,14.0,37.0,37.8,47.0,10.0,51.1,40.7,14.0,92.9,64.5,14.0,1.0,7.1,0.0,0.0,13.8,2019/2020
Hellas Verona,SerieA,Marco Silvestri,it ITA,GK,28,1991,35.0,35.0,3150.0,43.0,1.23,148.0,108.0,0.757,11.0,13.0,11.0,9.0,25.7,7.0,7.0,0.0,0.0,35.0,1.0,7.0,1.0,42.3,0.25,0.3,0.01,193.0,718.0,26.9,661.0,78.0,66.3,48.1,330.0,84.8,59.2,367.0,17.0,4.6,9.0,0.26,12.0,2019/2020
Hellas Verona,SerieA,Nícolas Andrade,br BRA,GK,29,1988,36.0,36.0,3240.0,71.0,1.97,231.0,167.0,0.7190000000000001,7.0,4.0,25.0,7.0,19.4,8.0,6.0,2.0,0.0,36.0,4.0,9.0,2.0,75.5,0.3,6.5,0.18,371.0,904.0,41.0,995.0,222.0,59.2,44.5,362.0,87.0,59.9,466.0,48.0,10.3,22.0,0.61,13.9,2017/2018
Hellas Verona,SerieA,Marco Silvestri,it ITA,GK,26,1991,2.0,2.0,180.0,7.0,3.5,25.0,18.0,0.72,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.5,0.3,0.5,0.26,13.0,24.0,54.2,29.0,10.0,31.0,31.9,20.0,75.0,54.0,21.0,2.0,9.5,0.0,0.0,12.3,2017/2018
Torino,SerieA,Vanja Milinković-Savić,rs SRB,GK,23-315,1997,2.0,2.0,180.0,4.0,2.0,10.0,7.0,0.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.21,-1.0,-0.51,5.0,18.0,27.8,57.0,9.0,22.8,31.0,7.0,71.4,54.0,15.0,0.0,0.0,1.0,0.5,12.3,2020/2021
Torino,SerieA,Salvatore Sirigu,it ITA,GK,33-354,1987,12.0,12.0,1080.0,28.0,2.33,50.0,24.0,0.48,1.0,4.0,7.0,1.0,8.3,2.0,2.0,0.0,0.0,12.0,1.0,3.0,0.0,19.7,0.36,-8.3,-0.69,72.0,159.0,45.3,336.0,50.0,35.4,33.1,96.0,41.7,32.3,127.0,6.0,4.7,2.0,0.17,11.5,2020/2021
Torino,SerieA,Antonio Rosati,it ITA,GK,36,1983,1.0,1.0,90.0,1.0,1.0,5.0,4.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.15,-0.3,-0.26,12.0,21.0,57.1,22.0,6.0,50.0,32.7,15.0,66.7,40.9,7.0,0.0,0.0,0.0,0.0,10.0,2019/2020
Torino,SerieA,Salvatore Sirigu,it ITA,GK,32,1987,36.0,36.0,3240.0,64.0,1.78,189.0,135.0,0.7090000000000001,11.0,6.0,19.0,7.0,19.4,10.0,9.0,1.0,0.0,36.0,3.0,9.0,3.0,64.9,0.31,3.9,0.11,292.0,610.0,47.9,828.0,113.0,48.1,40.0,334.0,63.5,45.2,378.0,25.0,6.6,14.0,0.39,13.3,2019/2020
Torino,SerieA,Samir Ujkani,xk KVX,GK,31,1988,1.0,1.0,90.0,3.0,3.0,5.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7,0.35,-0.3,-0.31,8.0,14.0,57.1,43.0,2.0,30.2,33.4,9.0,11.1,25.4,9.0,0.0,0.0,1.0,1.0,18.0,2019/2020
Torino,SerieA,Salvador Ichazo,uy URU,GK,26,1992,3.0,2.0,250.0,2.0,0.72,8.0,7.0,0.875,1.0,1.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,2.8,0.0,1.0,0.0,2.7,0.24,0.7,0.23,27.0,59.0,45.8,61.0,9.0,62.3,47.0,26.0,80.8,54.0,22.0,2.0,9.1,0.0,0.0,13.1,2018/2019
Torino,SerieA,Salvatore Sirigu,it ITA,GK,31,1987,36.0,36.0,3170.0,36.0,1.02,136.0,103.0,0.75,15.0,14.0,7.0,14.0,38.9,4.0,2.0,2.0,0.0,35.2,0.0,4.0,0.0,42.9,0.3,7.9,0.22,310.0,690.0,44.9,826.0,121.0,54.4,42.4,293.0,82.3,54.4,323.0,28.0,8.7,24.0,0.68,15.2,2018/2019
Torino,SerieA,Vanja Milinković-Savić,rs SRB,GK,20,1997,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.27,0.1,0.09,8.0,23.0,34.8,41.0,6.0,39.0,41.5,8.0,87.5,66.8,11.0,1.0,9.1,0.0,0.0,14.0,2017/2018
Torino,SerieA,Salvatore Sirigu,it ITA,GK,30,1987,37.0,37.0,3330.0,45.0,1.22,160.0,120.0,0.75,12.0,15.0,10.0,10.0,27.0,8.0,5.0,3.0,0.0,37.0,3.0,5.0,0.0,48.5,0.27,3.5,0.1,255.0,571.0,44.7,943.0,185.0,42.0,37.4,270.0,64.8,47.9,399.0,31.0,7.8,34.0,0.92,14.6,2017/2018
Sampdoria,SerieA,Emil Audero,it ITA,GK,23-348,1997,14.0,14.0,1260.0,24.0,1.71,61.0,43.0,0.6890000000000001,5.0,2.0,7.0,1.0,7.1,5.0,5.0,0.0,0.0,14.0,0.0,4.0,1.0,20.1,0.27,-2.9,-0.21,91.0,225.0,40.4,356.0,68.0,46.9,38.4,104.0,55.8,43.0,144.0,11.0,7.6,5.0,0.36,12.2,2020/2021
Sampdoria,SerieA,Emil Audero,it ITA,GK,22,1997,36.0,36.0,3240.0,60.0,1.67,160.0,110.0,0.669,12.0,5.0,19.0,9.0,25.0,8.0,7.0,0.0,1.0,36.0,0.0,11.0,4.0,52.8,0.29,-3.2,-0.09,203.0,558.0,36.4,748.0,130.0,50.1,41.5,289.0,63.3,46.8,399.0,32.0,8.0,19.0,0.53,14.2,2019/2020
Sampdoria,SerieA,Wladimiro Falcone,it ITA,GK,24,1995,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.6920000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,0.36,0.5,0.23,8.0,29.0,27.6,43.0,11.0,39.5,32.6,18.0,66.7,47.9,15.0,0.0,0.0,1.0,0.5,13.8,2019/2020
Sampdoria,SerieA,Emil Audero,it ITA,GK,21,1997,36.0,36.0,3240.0,51.0,1.42,142.0,98.0,0.69,14.0,7.0,15.0,11.0,30.6,8.0,7.0,1.0,0.0,36.0,2.0,6.0,1.0,51.3,0.32,1.3,0.04,144.0,428.0,33.6,863.0,186.0,32.1,31.8,295.0,51.2,41.9,389.0,33.0,8.5,25.0,0.69,15.0,2018/2019
Sampdoria,SerieA,Rafael Cabral,br BRA,GK,28,1990,2.0,2.0,180.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,13.0,30.0,43.3,49.0,8.0,42.9,36.9,15.0,60.0,45.4,13.0,1.0,7.7,0.0,0.0,12.6,2018/2019
Sampdoria,SerieA,Vid Belec,si SVN,GK,27,1990,2.0,2.0,180.0,5.0,2.5,15.0,11.0,0.733,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.6,0.31,0.6,0.28,9.0,24.0,37.5,70.0,11.0,27.1,26.6,16.0,31.3,36.2,21.0,2.0,9.5,3.0,1.5,13.3,2017/2018
Sampdoria,SerieA,Christian Puggioni,it ITA,GK,36,1981,9.0,9.0,810.0,12.0,1.33,49.0,40.0,0.816,5.0,2.0,2.0,5.0,55.6,3.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,15.4,0.27,3.4,0.38,54.0,127.0,42.5,217.0,45.0,43.8,36.9,64.0,50.0,41.2,93.0,10.0,10.8,13.0,1.44,16.6,2017/2018
Sampdoria,SerieA,Emiliano Viviano,it ITA,GK,31,1985,27.0,27.0,2430.0,43.0,1.59,129.0,89.0,0.682,11.0,4.0,12.0,6.0,22.2,6.0,2.0,4.0,0.0,27.0,1.0,5.0,1.0,42.1,0.3,0.1,0.0,182.0,445.0,40.9,606.0,82.0,52.1,41.6,183.0,70.5,53.4,275.0,12.0,4.4,16.0,0.59,15.1,2017/2018
